Experiment,Material,Feed rate [mm/rev],Clamp pressure [bar],X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_CommandPosition,X_CommandVelocity,X_CommandAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,Y_ActualPosition,Y_ActualVelocity,Y_CurrentFeedback,Z_ActualPosition,Z_ActualVelocity,Z_CurrentFeedback,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_CurrentFeedback,S_OutputVoltage,Tool_condition,Machining_Process
1,wax,1.0,6,8.452628519001781,9.767031314729584,0.0032820163678584403,2.0375814149825393,9.763323091412278,0.00010327864529740652,0.9998219228284138,307.49055138730915,1.805297401699048,53.00249257959775,-1.8762869219002791,-0.034309652239144235,0.8757949061295128,-2.026135641519165,-0.024274907867254662,0.9093517175018417,0.5545803118918878,2006.1940452643519,2.744599237599636,1.3893901872520638,116.50699691186475,unworn,Prep
1,wax,1.0,6,0.7750446806487935,11.198333303279199,-0.03659831689788509,-0.7026657889308462,10.126390568707286,-0.02052498501036325,0.6570065225175579,307.2393883593039,1.6403911614278375,52.06330308694017,-0.638938628772174,-0.386209636562909,0.5623428781651743,-2.129552701741043,-0.10167361266991454,1.673014423527152,0.07589256426030346,1937.676753177181,8.123268772419056,2.6804154022512208,90.35876402714324,unworn,Layer 2 Up
1,wax,1.0,6,1.0800183550185152,10.923122680340567,0.016640132209425933,0.3650614559036898,9.896284797173115,0.0070754700926323735,1.1613554454184838,307.6690680571515,1.8677113131188363,49.50329557757687,-1.188091330705908,-0.15276228308102796,1.050707839851368,-2.02557287979639,-0.11289238034573168,1.191186348490165,-1.2967800285326123,1942.2184094589272,-8.582511553071107,1.795167207055548,86.77884514912799,unworn,Layer 2 Down
1,wax,1.0,6,-10.833298194532498,9.939878082271422,0.108916843684599,0.8103766289801647,9.93737107360863,-0.07081011839043498,0.9980536853611485,310.2615263119177,1.6796964977398052,46.806199738560196,-3.9566098903382776,-0.2712254547013216,0.7130439988290621,-2.0371426026796393,-0.11865107814712557,1.2869255441554113,0.5178439827556991,1996.8167198724516,22.503233538224023,1.109145917044887,76.70963230939188,unworn,Layer 2 Up
1,wax,1.0,6,0.43560327489478196,10.81201525240098,-0.03965922115702985,-5.890961649175431,9.885388901233105,0.062111571083603004,0.747621393848152,311.697019985915,1.599526331431795,56.40802101025119,4.183808112486572,-0.04965624892213573,0.4578347511192682,-1.8762142951105423,-0.15230657017925422,1.1870248184137944,1.210701346559276,2135.43500861541,-17.242416524115118,1.9637715065805834,103.4573437753396,unworn,Layer 1 Up
1,wax,1.0,6,0.11419624735479403,9.867917996671617,-0.1366522527751179,3.799592797133838,10.14408230177248,0.02438130838402161,0.8038932430433993,311.4382069177363,1.9070140202079724,54.323243652143624,-1.8406728913912527,-0.11322918227857746,0.7730697169441587,-1.8091357101480512,0.023986946538202797,0.987310030404696,-0.2122842928277171,2046.2847672771063,-17.279358977780667,2.612268897962196,97.6656367061414,unworn,Layer 2 Down
1,wax,1.0,6,-5.4482978977020435,9.738445202485089,0.1021627866495005,-11.125280252650251,10.556567643606236,-0.02377714946650751,0.8677959674252169,308.8529815016535,1.27120724214894,52.88178238016083,0.7807362902191584,0.3816247755432759,0.8841504559176033,-2.1124171949688906,0.19684896034366803,1.220360996646748,1.469945409608265,2019.9792373412893,4.769755734772914,1.955504152407351,114.65716392224029,unworn,Layer 2 Down
1,wax,1.0,6,-0.5825597928883327,9.859446043593291,-0.15361022962124748,0.09601374845040651,9.461905377459887,-0.009692815847711552,1.1394588219559152,313.1838776044896,2.0143140740607275,42.21856176575654,2.2761756016634567,0.2412564388231694,0.947083547725695,-2.0929323815106238,0.04117968311159789,1.572011134445429,-1.497273642356595,2023.8168850128627,11.122904856590823,1.7213635937365586,105.82970303285956,unworn,Layer 2 Down
1,wax,1.0,6,-2.6561063542040233,10.956033686999868,0.15997111740565306,-5.426008188376137,9.994662571998566,0.10226439283402788,1.0694089512263008,313.93768742473304,1.4439774002482124,40.397066920925795,-0.383795258214531,-0.010244458464064243,0.8408464552191518,-1.9961348470679277,0.1481095281497273,0.9911147691888658,-1.397761794861655,2042.4054106308831,5.4675064045724895,1.871881632862508,93.4730067006376,unworn,Layer 1 Up
1,wax,1.0,6,-4.601796315126977,10.043215524492899,-0.06676312684224056,-0.8547827714386784,9.980335093135187,0.019082178314453205,1.313419771536493,311.44101434804674,1.7653494462294521,46.145075722493445,4.166842114936972,0.1761277894766627,0.7513988731521098,-1.9266326059514702,-0.03257425845458741,0.9254805694544535,1.1561097572587302,1995.7849801331918,4.168313665742727,1.80207933141621,91.67192843829564,unworn,end
1,wax,1.0,6,-1.4653300346352103,10.584297985643811,-0.018434275597213747,1.9680261946347462,10.35870967065217,0.047826921231309216,0.7782765823924828,312.78064782863123,1.3946468434158172,52.94378537903818,2.247524170111231,-0.09786873705995278,0.8539370478949629,-1.9893183066345053,-0.010093384080346629,1.2860423050157332,-0.17818529607494824,2013.8060112840142,-10.300464343170734,2.3103809212449193,103.65275197657687,unworn,Layer 2 Down
1,wax,1.0,6,5.052633698120727,10.198282252871442,0.11713934502105186,5.763616629385202,9.895838745257793,-0.02627148597364594,1.0568617866664263,310.7344249295224,0.9300416042152957,56.376808673329435,0.058083982497769714,0.14727559332969326,0.6240625153579746,-1.8711796441241606,-0.058826280606230665,1.1784665853053344,-1.401424669727377,1991.6525131634207,-2.2980393269077166,1.9258557843393123,104.38504742755819,unworn,Prep
1,wax,1.0,6,-2.7822301111880674,10.01488148767001,-0.09429630007198457,2.4960932217353915,10.11672451138226,-0.006751428144533019,1.4276633872115432,310.62601951985715,1.349470124084543,51.548339024121866,0.4810151166033667,-0.23897564435916877,0.9470626436934034,-2.0882020678649478,0.0012789970179711303,1.103827114793992,0.6700684284611889,2041.7927440137216,7.0177330372500215,1.7609047820400974,87.54158081106198,unworn,Layer 1 Down
1,wax,1.0,6,-0.0089602850606579,9.80987454909362,-0.2975492646344333,3.224454109009637,9.889167553759908,0.02178400251807395,0.9844167792545989,313.20033680594383,1.3967180428924875,48.35090385822946,0.5210578490297426,0.11581670877082824,0.620550663597458,-2.1727908396476514,-0.016678256864154264,1.2993422847638092,0.08828765259099544,2075.718394857823,-0.9718655235846998,2.349772932124793,107.12699294986898,unworn,end
